nu4,V,stable
3.6005587705844038,0.4995946500382029,true
3.61451191748096,0.5009905408127332,true
3.6284655515057547,0.5023738951874878,true
3.642419661279404,0.5037449067897477,true
3.6563742357908544,0.5051037645967859,true
3.6703292643819316,0.5064506530953793,true
3.6842847367326907,0.5077857524341105,true
3.6982406428475154,0.5091092385688636,true
3.712196973041923,0.5104212834018842,true
3.726153717930032,0.5117220549147664,true
3.740110868412651,0.5130117172956794,true
3.754068415665957,0.5142904310611615,true
3.7680263511307195,0.5155583531727486,true
3.781984666502051,0.5168156371487274,true
3.7959433537196423,0.518062433171252,true
3.8099024049584638,0.5192988881890678,true
3.8238618126198984,0.5205251460160669,true
3.83782156932329,0.5217413474258851,true
3.85178166789788,0.5229476302427312,true
3.8657421013751083,0.5241441294286451,true
3.879702862981268,0.5253309771673512,true
3.8936639461304843,0.526508302944875,true
3.907625344418005,0.5276762336270779,true
3.92158705161379,0.5288348935342558,true
3.9355490616563755,0.5299844045129425,true
3.9495113686470074,0.5311248860050417,true
3.963473966844023,0.5322564551144198,true
3.977436850657474,0.5333792266710677,true
3.991400014643974,0.5344933132929475,true
4.0,0.535175200398334,true
