P,C,x000
1.5,0.06589300180329469,0.22253548420055141
1.5014108775896442,0.06591829164156549,0.22237096577688065
1.5034718868529697,0.06595532666064173,0.2221306365940459
1.5064051136806789,0.06600822326256184,0.22178859751778057
1.5105796787183186,0.06608388953921546,0.22130179873468925
1.516520912152383,0.066192361967155,0.22060895865948985
1.5249764583614451,0.06634834805650153,0.21962282184599807
1.537010351084677,0.06657366326157828,0.2182190880364132
1.551118936094831,0.06684290395734345,0.2165727650100404
1.5652274264743504,0.0671177824160929,0.2149255971527176
1.5793358049465172,0.06739847075130073,0.2132773362281789
1.5934440538692052,0.06768515022078822,0.21162772483333678
1.6075521548383869,0.06797801185346027,0.20997649579162087
1.6216600886190553,0.0682772571391296,0.20832337145292956
1.6357678350694203,0.0685830987813785,0.20666806293323958
1.6498753730575433,0.06889576152052408,0.20501026928727265
1.6639826803694586,0.06921548303469922,0.2033496766067651
1.6780897336076852,0.06954251492815451,0.20168595703589254
1.692196508078872,0.06987712381715393,0.20001876769426136
1.7063029776691212,0.07021959252531285,0.1983477494965498
1.7204091147053124,0.07057022140194535,0.1966725258563424
1.7345148898004716,0.07092932977900167,0.1949927012598991
1.7486202716809172,0.07129725758453861,0.19330785969349684
1.762725226992527,0.07167436713344741,0.19161756290551157
1.7768297200830163,0.07206104511945342,0.1899213484814931
1.790933712756565,0.0724577048363015,0.1882187277070483
1.805037163996477,0.07286478866068684,0.18650918318925935
1.819140029650746,0.07328277083504453,0.18479216620249966
1.8332422620744315,0.07371216059497813,0.18306709371868668
1.8473438097215618,0.07415350569414718,0.1813333450750182
1.8614446166778087,0.07460739638917363,0.17959025822379263
1.875544622123385,0.07507446995898079,0.17783712549868336
1.8896437597133624,0.07555541584748612,0.17607318881934952
1.9037419568598186,0.07605098153640878,0.17429763424098788
1.9178391338966996,0.07656197927702493,0.1725095857365901
1.931935203103838,0.07708929383717233,0.17070809807632542
1.9460300675609088,0.0776338914542006,0.16889214863936491
1.9601236197948435,0.07819683022793542,0.16706062795691173
1.9742157401748373,0.07877927224278923,0.1652123287390159
1.9883062949968675,0.07938249777860808,0.16334593307891263
2.002395134183566,0.08000792206071357,0.1614599974530986
2.016482088503978,0.08065711511781891,0.1595529350375767
2.03056696618917,0.08133182547171854,0.15762299473294492
2.0446495487809737,0.08203400858848574,0.15566823612246428
2.058729585998133,0.08276586129678659,0.15368649936253828
2.0728067893306017,0.08352986375294018,0.15167536870206297
2.0868808239693393,0.08432883104579329,0.14963212791355207
2.1009512985314465,0.08516597724888618,0.14755370534690232
2.115017751826614,0.08604499573617812,0.1454366055138531
2.1290796355953905,0.08697016102524008,0.14327682296649477
2.143136291675372,0.08794645952631665,0.14106973257236033
2.1571869213227717,0.0889797597252399,0.13880994783214387
2.1712305432710934,0.09007703712252699,0.13649113517439507
2.1852659352591286,0.09124667672826578,0.1341057664179782
2.19929155068554,0.09249888789621333,0.13164478246427683
2.2133053967611054,0.09384628609075289,0.12909712632420609
2.2273048510884155,0.09530473010345314,0.1264490782172359
2.2412863759758554,0.09689456374814481,0.12368328069616513
2.2552450551592016,0.09864252427005774,0.12077725891930725
2.2691738052562456,0.10058480380304893,0.11770107928027615
2.2830619516077197,0.10277222509335888,0.11441345135277133
2.290440027204666,0.1040622812763482,0.11255583176820863
2.304226064041471,0.10678342577131315,0.1088192775631118
2.3179031762337896,0.11003417822729211,0.10464959190964063
2.3313843543846793,0.11409324606295203,0.09983979528948685
2.344458451438973,0.11955871314254878,0.09396287917080057
2.3563690010319545,0.1281568864441099,0.08586305641091097
2.3619383690088167,0.14249978379472195,0.07472519584038172
2.3579232991344714,0.16054369530817264,0.0637012289101997
2.3521988186799003,0.17856187242778718,0.05499140190620158
2.3501580428193027,0.19406114511676725,0.048823701679305484
2.3545991308190923,0.21490215566659057,0.041964181148230424
2.36541307175497,0.23189047333462706,0.037310584711693955
2.3773216320735893,0.24400942678302084,0.034401974908100895
